No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
29793,2016,7,24,8,28.0,49.0,2.0,62.0,1000.0,11.0,26.1
29794,2016,7,24,9,39.0,47.0,2.0,48.0,1000.0,30.0,27.9
29795,2016,7,24,10,33.0,37.0,2.0,39.0,900.0,45.0,29.7
29796,2016,7,24,11,30.0,45.0,2.0,26.0,900.0,92.0,30.6
29797,2016,7,24,12,35.0,60.0,2.0,15.0,800.0,128.0,32.0
29798,2016,7,24,13,37.0,67.0,2.0,13.0,800.0,159.0,32.8
29799,2016,7,24,14,36.0,52.0,2.0,9.0,800.0,148.0,33.1
29800,2016,7,24,15,36.0,64.0,2.0,8.0,900.0,153.0,33.5
29801,2016,7,24,16,50.0,79.0,2.0,9.0,900.0,170.0,33.2
29802,2016,7,24,17,60.0,76.0,2.0,11.0,1000.0,175.0,32.7
29803,2016,7,24,18,63.0,86.0,2.0,12.0,1100.0,175.0,32.6
29804,2016,7,24,19,69.0,99.0,2.0,16.0,1100.0,151.0,28.2
29805,2016,7,24,20,49.0,49.0,2.0,18.0,900.0,100.0,26.1
29806,2016,7,24,21,50.0,76.0,2.0,16.0,1100.0,77.0,26.2
29807,2016,7,24,22,48.0,50.0,2.0,10.0,1000.0,70.0,26.6
29808,2016,7,24,23,44.0,50.0,2.0,35.0,1000.0,33.0,26.5
29809,2016,7,25,0,59.0,59.0,2.0,61.0,1100.0,24.0,26.2
29810,2016,7,25,1,52.0,62.0,2.0,64.0,1100.0,14.0,26.3
29811,2016,7,25,2,54.0,54.0,2.0,66.0,1000.0,12.0,26.3
29812,2016,7,25,3,45.0,45.0,2.0,20.0,900.0,50.0,25.6
29813,2016,7,25,4,43.0,43.0,2.0,15.0,800.0,54.0,25.2
29814,2016,7,25,5,43.0,43.0,2.0,13.0,800.0,35.0,25.6
29815,2016,7,25,6,44.0,44.0,2.0,15.0,800.0,42.0,25.4
29816,2016,7,25,7,40.0,40.0,2.0,16.0,800.0,49.0,25.3
29817,2016,7,25,8,42.0,42.0,2.0,16.0,800.0,54.0,25.3
29818,2016,7,25,9,36.0,36.0,2.0,16.0,800.0,48.0,25.6
29819,2016,7,25,10,24.0,24.0,2.0,17.0,700.0,55.0,26.4
29820,2016,7,25,11,18.0,18.0,2.0,18.0,800.0,49.0,26.1
29821,2016,7,25,12,24.0,24.0,2.0,14.0,700.0,63.0,27.4
29822,2016,7,25,13,33.0,33.0,2.0,19.0,900.0,73.0,27.7
29823,2016,7,25,14,39.0,39.0,2.0,27.0,1000.0,84.0,28.7
29824,2016,7,25,15,51.0,51.0,2.0,22.0,1000.0,105.0,29.3
29825,2016,7,25,16,42.0,42.0,2.0,24.0,1000.0,117.0,31.7
29826,2016,7,25,17,29.0,29.0,2.0,27.0,900.0,101.0,31.8
29827,2016,7,25,18,26.0,27.0,2.0,48.0,900.0,77.0,33.1
29828,2016,7,25,19,35.0,35.0,2.0,75.0,900.0,54.0,32.0
29829,2016,7,25,20,11.0,11.0,2.0,59.0,600.0,40.0,29.7
29830,2016,7,25,21,12.0,12.0,2.0,39.0,600.0,36.0,28.4
29831,2016,7,25,22,14.0,32.0,2.0,33.0,600.0,33.0,28.7
29832,2016,7,25,23,27.0,93.0,2.0,37.0,900.0,24.0,28.1
29833,2016,7,26,0,21.0,21.0,2.0,23.0,700.0,25.0,27.2
29834,2016,7,26,1,18.0,18.0,2.0,32.0,1500.0,14.0,26.0
29835,2016,7,26,2,13.0,13.0,57.0,32.0,400.0,2.0,24.5
29836,2016,7,26,3,11.0,14.0,7.0,29.0,500.0,4.0,23.4
29837,2016,7,26,4,9.0,22.0,4.0,35.0,500.0,2.0,23.0
29838,2016,7,26,5,15.0,20.0,2.0,42.0,500.0,3.0,23.0
29839,2016,7,26,6,9.0,35.0,2.0,44.0,800.0,2.0,22.6
29840,2016,7,26,7,11.0,20.0,2.0,47.0,900.0,6.0,24.0
29841,2016,7,26,8,13.0,20.0,2.0,32.0,700.0,31.0,25.9
29842,2016,7,26,9,15.0,33.0,2.0,31.0,800.0,38.0,27.4
29843,2016,7,26,10,18.0,29.0,3.0,28.0,700.0,55.0,28.7
29844,2016,7,26,11,21.0,38.0,3.0,29.0,800.0,75.0,30.4
29845,2016,7,26,12,23.0,49.0,3.0,25.0,700.0,111.0,31.0
29846,2016,7,26,13,,53.0,3.0,24.0,800.0,140.0,31.6
29847,2016,7,26,14,,,3.0,20.0,1000.0,124.0,32.2
29848,2016,7,26,15,12.0,12.0,2.0,20.0,800.0,140.0,33.8
29849,2016,7,26,16,18.0,18.0,3.0,11.0,700.0,126.0,34.4
29850,2016,7,26,17,16.0,16.0,2.0,14.0,700.0,130.0,34.2
29851,2016,7,26,18,21.0,21.0,2.0,16.0,700.0,138.0,33.7
29852,2016,7,26,19,19.0,27.0,2.0,22.0,800.0,119.0,32.5
29853,2016,7,26,20,21.0,21.0,2.0,29.0,900.0,97.0,29.5
29854,2016,7,26,21,25.0,34.0,2.0,27.0,1000.0,79.0,27.8
29855,2016,7,26,22,26.0,26.0,2.0,18.0,900.0,79.0,26.6
29856,2016,7,26,23,21.0,21.0,2.0,15.0,800.0,83.0,25.4
29857,2016,7,27,0,24.0,24.0,2.0,17.0,800.0,68.0,24.3
29858,2016,7,27,1,22.0,22.0,2.0,17.0,800.0,69.0,24.2
29859,2016,7,27,2,24.0,24.0,2.0,14.0,700.0,69.0,23.7
29860,2016,7,27,3,26.0,26.0,2.0,15.0,700.0,74.0,23.5
29861,2016,7,27,4,20.0,20.0,2.0,24.0,700.0,59.0,22.6
29862,2016,7,27,5,19.0,20.0,2.0,32.0,700.0,42.0,22.4
29863,2016,7,27,6,23.0,23.0,2.0,30.0,900.0,42.0,22.4
29864,2016,7,27,7,22.0,34.0,2.0,36.0,1200.0,32.0,24.8
29865,2016,7,27,8,23.0,42.0,2.0,67.0,1000.0,19.0,27.2
29866,2016,7,27,9,27.0,48.0,2.0,57.0,1000.0,40.0,28.6
29867,2016,7,27,10,32.0,64.0,3.0,45.0,1000.0,69.0,30.3
29868,2016,7,27,11,36.0,68.0,3.0,43.0,900.0,101.0,31.4
29869,2016,7,27,12,35.0,57.0,2.0,36.0,900.0,130.0,32.5
29870,2016,7,27,13,34.0,52.0,3.0,27.0,800.0,164.0,33.4
29871,2016,7,27,14,26.0,44.0,3.0,19.0,800.0,202.0,34.5
29872,2016,7,27,15,34.0,53.0,2.0,20.0,900.0,234.0,35.8
29873,2016,7,27,16,40.0,76.0,2.0,21.0,1100.0,306.0,35.4
29874,2016,7,27,17,43.0,79.0,2.0,22.0,1100.0,244.0,34.6
29875,2016,7,27,18,32.0,47.0,2.0,19.0,900.0,211.0,34.1
29876,2016,7,27,19,29.0,57.0,2.0,15.0,800.0,153.0,30.3
29877,2016,7,27,20,21.0,85.0,2.0,17.0,600.0,109.0,22.2
29878,2016,7,27,21,11.0,11.0,2.0,26.0,700.0,84.0,22.7
29879,2016,7,27,22,12.0,12.0,2.0,29.0,700.0,58.0,22.7
29880,2016,7,27,23,13.0,13.0,2.0,17.0,600.0,82.0,22.8
29881,2016,7,28,0,11.0,11.0,2.0,39.0,600.0,55.0,22.2
29882,2016,7,28,1,10.0,10.0,2.0,34.0,1300.0,42.0,21.7
29883,2016,7,28,2,13.0,13.0,23.0,19.0,400.0,43.0,22.5
29884,2016,7,28,3,12.0,12.0,2.0,17.0,400.0,43.0,23.0
29885,2016,7,28,4,15.0,15.0,2.0,14.0,400.0,48.0,22.8
29886,2016,7,28,5,12.0,15.0,2.0,17.0,400.0,43.0,21.5
29887,2016,7,28,6,19.0,21.0,2.0,34.0,600.0,41.0,21.0
29888,2016,7,28,7,19.0,19.0,2.0,29.0,600.0,48.0,23.4
29889,2016,7,28,8,23.0,35.0,2.0,42.0,700.0,36.0,25.0
29890,2016,7,28,9,18.0,22.0,2.0,21.0,700.0,60.0,27.5
29891,2016,7,28,10,24.0,31.0,4.0,18.0,700.0,79.0,29.0
29892,2016,7,28,11,17.0,30.0,5.0,16.0,700.0,104.0,29.5
29893,2016,7,28,12,24.0,26.0,3.0,15.0,600.0,118.0,30.3
29894,2016,7,28,13,18.0,27.0,3.0,14.0,500.0,160.0,31.0
29895,2016,7,28,14,22.0,28.0,3.0,15.0,600.0,185.0,31.9
29896,2016,7,28,15,31.0,47.0,2.0,17.0,1100.0,213.0,32.3
29897,2016,7,28,16,35.0,64.0,2.0,19.0,1200.0,221.0,32.0
29898,2016,7,28,17,49.0,73.0,2.0,20.0,1200.0,247.0,31.8
29899,2016,7,28,18,62.0,86.0,2.0,24.0,1000.0,267.0,30.9
29900,2016,7,28,19,65.0,79.0,2.0,28.0,1000.0,232.0,31.0
29901,2016,7,28,20,65.0,82.0,2.0,29.0,1000.0,216.0,29.8
29902,2016,7,28,21,72.0,101.0,2.0,43.0,1100.0,156.0,28.4
29903,2016,7,28,22,65.0,83.0,2.0,55.0,1000.0,85.0,27.4
29904,2016,7,28,23,63.0,67.0,2.0,52.0,900.0,72.0,26.8
29905,2016,7,29,0,71.0,71.0,2.0,25.0,1000.0,103.0,26.1
29906,2016,7,29,1,77.0,77.0,2.0,51.0,1000.0,60.0,25.5
29907,2016,7,29,2,64.0,64.0,2.0,103.0,900.0,5.0,25.0
29908,2016,7,29,3,68.0,79.0,2.0,95.0,1000.0,2.0,24.8
29909,2016,7,29,4,85.0,85.0,2.0,57.0,1000.0,23.0,24.7
29910,2016,7,29,5,76.0,76.0,2.0,63.0,900.0,24.0,24.6
29911,2016,7,29,6,65.0,70.0,2.0,74.0,900.0,16.0,25.2
29912,2016,7,29,7,55.0,67.0,2.0,69.0,900.0,15.0,25.9
29913,2016,7,29,8,63.0,84.0,2.0,58.0,1200.0,20.0,26.7
29914,2016,7,29,9,103.0,129.0,2.0,40.0,1300.0,61.0,28.4
29915,2016,7,29,10,132.0,157.0,2.0,22.0,1300.0,99.0,29.9
29916,2016,7,29,11,135.0,136.0,2.0,17.0,1300.0,125.0,30.6
29917,2016,7,29,12,119.0,119.0,2.0,19.0,1200.0,149.0,31.4
29918,2016,7,29,13,114.0,114.0,2.0,17.0,1200.0,181.0,31.7
29919,2016,7,29,14,103.0,103.0,2.0,14.0,1200.0,203.0,32.5
29920,2016,7,29,15,110.0,120.0,2.0,16.0,1300.0,234.0,32.6
29921,2016,7,29,16,112.0,128.0,2.0,15.0,1400.0,245.0,32.9
29922,2016,7,29,17,122.0,129.0,2.0,15.0,1400.0,252.0,32.5
29923,2016,7,29,18,125.0,129.0,2.0,19.0,1700.0,256.0,32.0
29924,2016,7,29,19,126.0,149.0,2.0,27.0,1700.0,215.0,31.4
29925,2016,7,29,20,134.0,145.0,2.0,36.0,1800.0,164.0,30.6
29926,2016,7,29,21,140.0,149.0,2.0,40.0,1900.0,135.0,30.3
29927,2016,7,29,22,145.0,145.0,2.0,28.0,2500.0,143.0,30.0
29928,2016,7,29,23,139.0,139.0,2.0,45.0,3000.0,149.0,29.8
29929,2016,7,30,0,128.0,128.0,2.0,110.0,2600.0,133.0,29.4
29930,2016,7,30,1,130.0,130.0,2.0,72.0,2800.0,77.0,29.0
29931,2016,7,30,2,144.0,144.0,12.0,49.0,1400.0,45.0,28.6
29932,2016,7,30,3,,,,,,,28.1
29933,2016,7,30,4,123.0,123.0,5.0,22.0,1300.0,47.0,27.1
29934,2016,7,30,5,105.0,105.0,2.0,28.0,1600.0,38.0,26.6
29935,2016,7,30,6,89.0,89.0,2.0,24.0,1900.0,40.0,26.2
29936,2016,7,30,7,100.0,100.0,2.0,29.0,2200.0,45.0,26.6
29937,2016,7,30,8,123.0,123.0,2.0,29.0,2600.0,44.0,27.0
29938,2016,7,30,9,144.0,144.0,2.0,32.0,2600.0,54.0,27.8
29939,2016,7,30,10,,,,,,,27.9
29940,2016,7,30,11,135.0,135.0,2.0,22.0,2700.0,70.0,28.8
29941,2016,7,30,12,163.0,163.0,2.0,30.0,2600.0,83.0,27.9
29942,2016,7,30,13,181.0,181.0,2.0,33.0,2800.0,59.0,28.3
29943,2016,7,30,14,181.0,181.0,2.0,30.0,2700.0,76.0,28.5
29944,2016,7,30,15,188.0,188.0,2.0,39.0,2800.0,68.0,28.4
29945,2016,7,30,16,185.0,185.0,2.0,98.0,2600.0,76.0,28.6
29946,2016,7,30,17,169.0,169.0,2.0,98.0,2200.0,98.0,28.4
29947,2016,7,30,18,41.0,41.0,2.0,45.0,1000.0,123.0,27.3
29948,2016,7,30,19,23.0,23.0,2.0,38.0,700.0,117.0,26.9
29949,2016,7,30,20,28.0,35.0,2.0,73.0,900.0,62.0,25.7
29950,2016,7,30,21,36.0,72.0,2.0,88.0,1000.0,28.0,25.6
29951,2016,7,30,22,31.0,35.0,2.0,54.0,800.0,71.0,25.4
29952,2016,7,30,23,30.0,32.0,2.0,37.0,800.0,79.0,25.4
29953,2016,7,31,0,26.0,39.0,2.0,47.0,800.0,64.0,25.2
29954,2016,7,31,1,40.0,46.0,2.0,44.0,900.0,55.0,24.9
29955,2016,7,31,2,41.0,41.0,2.0,29.0,900.0,84.0,24.5
29956,2016,7,31,3,32.0,32.0,2.0,23.0,900.0,82.0,24.5
29957,2016,7,31,4,38.0,38.0,2.0,45.0,900.0,47.0,24.2
29958,2016,7,31,5,39.0,40.0,2.0,27.0,900.0,60.0,24.3
29959,2016,7,31,6,48.0,48.0,2.0,49.0,1100.0,42.0,23.5
29960,2016,7,31,7,51.0,51.0,2.0,55.0,1200.0,24.0,23.2
29961,2016,7,31,8,39.0,39.0,2.0,37.0,1000.0,40.0,23.2
29962,2016,7,31,9,38.0,38.0,2.0,39.0,1000.0,46.0,24.0
29963,2016,7,31,10,44.0,44.0,2.0,44.0,1100.0,48.0,24.7
29964,2016,7,31,11,41.0,41.0,2.0,29.0,1000.0,61.0,26.7
29965,2016,7,31,12,41.0,41.0,2.0,22.0,1000.0,91.0,28.0
29966,2016,7,31,13,32.0,32.0,2.0,11.0,900.0,124.0,28.6
29967,2016,7,31,14,33.0,33.0,2.0,14.0,1100.0,140.0,27.8
29968,2016,7,31,15,49.0,49.0,2.0,17.0,1300.0,142.0,27.7
29969,2016,7,31,16,41.0,41.0,2.0,14.0,1100.0,135.0,27.3
29970,2016,7,31,17,27.0,27.0,2.0,16.0,900.0,119.0,27.0
29971,2016,7,31,18,25.0,25.0,2.0,25.0,900.0,103.0,26.8
29972,2016,7,31,19,28.0,30.0,2.0,26.0,900.0,72.0,26.6
29973,2016,7,31,20,35.0,43.0,2.0,35.0,1000.0,62.0,26.5
29974,2016,7,31,21,50.0,61.0,2.0,45.0,1200.0,51.0,26.2
29975,2016,7,31,22,51.0,67.0,2.0,72.0,1200.0,26.0,26.2
29976,2016,7,31,23,53.0,53.0,2.0,78.0,1200.0,14.0,26.1
29977,2016,8,1,0,56.0,56.0,2.0,40.0,1100.0,35.0,25.9
29978,2016,8,1,1,36.0,36.0,2.0,25.0,1800.0,22.0,25.8
29979,2016,8,1,2,40.0,40.0,19.0,20.0,600.0,36.0,25.4
29980,2016,8,1,3,48.0,48.0,2.0,24.0,700.0,34.0,25.4
29981,2016,8,1,4,44.0,44.0,2.0,29.0,600.0,15.0,25.3
29982,2016,8,1,5,42.0,55.0,2.0,76.0,800.0,4.0,25.3
29983,2016,8,1,6,58.0,66.0,2.0,83.0,1100.0,2.0,25.5
29984,2016,8,1,7,62.0,64.0,2.0,50.0,1200.0,21.0,25.2
29985,2016,8,1,8,57.0,57.0,2.0,29.0,1200.0,30.0,25.5
29986,2016,8,1,9,54.0,58.0,2.0,25.0,1200.0,57.0,26.6
29987,2016,8,1,10,82.0,87.0,2.0,32.0,1300.0,103.0,28.9
29988,2016,8,1,11,76.0,89.0,2.0,23.0,1300.0,115.0,29.7
29989,2016,8,1,12,72.0,78.0,2.0,19.0,1200.0,142.0,30.7
29990,2016,8,1,13,48.0,48.0,2.0,10.0,1000.0,150.0,32.3
29991,2016,8,1,14,43.0,57.0,2.0,11.0,1000.0,170.0,32.3
29992,2016,8,1,15,39.0,39.0,2.0,11.0,1000.0,162.0,32.4
29993,2016,8,1,16,42.0,56.0,2.0,12.0,1000.0,183.0,32.6
29994,2016,8,1,17,46.0,59.0,2.0,13.0,1100.0,202.0,32.3
29995,2016,8,1,18,49.0,57.0,2.0,16.0,1200.0,196.0,31.8
29996,2016,8,1,19,50.0,65.0,2.0,22.0,1400.0,191.0,30.9
29997,2016,8,1,20,51.0,74.0,2.0,25.0,1500.0,151.0,29.9
29998,2016,8,1,21,47.0,77.0,2.0,26.0,1600.0,126.0,28.9
29999,2016,8,1,22,56.0,70.0,2.0,21.0,1500.0,104.0,27.6
30000,2016,8,1,23,55.0,63.0,2.0,17.0,1400.0,97.0,27.0
30001,2016,8,2,0,56.0,56.0,2.0,12.0,1300.0,95.0,26.6
30002,2016,8,2,1,58.0,58.0,2.0,19.0,1300.0,80.0,25.5
30003,2016,8,2,2,60.0,60.0,2.0,26.0,1400.0,55.0,25.6
30004,2016,8,2,3,57.0,57.0,2.0,14.0,1300.0,72.0,25.0
30005,2016,8,2,4,59.0,59.0,2.0,18.0,1400.0,59.0,24.6
30006,2016,8,2,5,60.0,60.0,2.0,30.0,1400.0,44.0,24.1
30007,2016,8,2,6,58.0,61.0,2.0,33.0,1400.0,31.0,24.3
30008,2016,8,2,7,42.0,42.0,2.0,28.0,1300.0,38.0,26.5
30009,2016,8,2,8,23.0,27.0,2.0,18.0,800.0,59.0,28.1
30010,2016,8,2,9,22.0,38.0,2.0,17.0,700.0,64.0,30.1
30011,2016,8,2,10,27.0,45.0,2.0,14.0,800.0,94.0,32.6
30012,2016,8,2,11,32.0,61.0,2.0,17.0,900.0,121.0,32.1
30013,2016,8,2,12,24.0,28.0,2.0,10.0,600.0,129.0,32.5
30014,2016,8,2,13,20.0,20.0,2.0,8.0,500.0,128.0,33.4
30015,2016,8,2,14,14.0,19.0,2.0,6.0,500.0,133.0,33.8
30016,2016,8,2,15,17.0,17.0,2.0,7.0,500.0,136.0,33.8
30017,2016,8,2,16,15.0,24.0,2.0,7.0,500.0,125.0,34.3
30018,2016,8,2,17,20.0,20.0,2.0,7.0,600.0,127.0,34.2
30019,2016,8,2,18,18.0,19.0,2.0,8.0,600.0,132.0,33.8
30020,2016,8,2,19,15.0,27.0,2.0,13.0,600.0,133.0,32.6
30021,2016,8,2,20,12.0,26.0,2.0,18.0,600.0,123.0,30.1
30022,2016,8,2,21,20.0,62.0,2.0,24.0,800.0,76.0,29.1
30023,2016,8,2,22,25.0,54.0,2.0,47.0,800.0,40.0,27.1
30024,2016,8,2,23,23.0,34.0,2.0,19.0,700.0,60.0,26.9
30025,2016,8,3,0,18.0,27.0,2.0,13.0,700.0,68.0,26.4
30026,2016,8,3,1,23.0,32.0,2.0,12.0,1500.0,55.0,26.0
30027,2016,8,3,2,26.0,35.0,19.0,19.0,500.0,31.0,25.5
30028,2016,8,3,3,23.0,36.0,2.0,10.0,500.0,35.0,24.9
30029,2016,8,3,4,25.0,35.0,2.0,22.0,500.0,26.0,24.2
30030,2016,8,3,5,26.0,37.0,2.0,19.0,600.0,40.0,24.9
30031,2016,8,3,6,23.0,42.0,2.0,16.0,800.0,51.0,24.3
30032,2016,8,3,7,24.0,45.0,2.0,32.0,900.0,39.0,25.9
30033,2016,8,3,8,20.0,44.0,2.0,50.0,800.0,35.0,27.8
30034,2016,8,3,9,26.0,65.0,2.0,45.0,800.0,49.0,28.8
30035,2016,8,3,10,28.0,66.0,2.0,35.0,800.0,78.0,30.7
30036,2016,8,3,11,27.0,69.0,2.0,29.0,800.0,117.0,32.2
30037,2016,8,3,12,28.0,63.0,2.0,21.0,700.0,148.0,33.5
30038,2016,8,3,13,23.0,35.0,2.0,13.0,700.0,176.0,34.2
30039,2016,8,3,14,24.0,28.0,2.0,9.0,700.0,160.0,35.1
30040,2016,8,3,15,24.0,30.0,2.0,8.0,600.0,157.0,35.1
30041,2016,8,3,16,21.0,30.0,2.0,8.0,600.0,155.0,34.5
30042,2016,8,3,17,18.0,29.0,2.0,9.0,600.0,148.0,35.1
30043,2016,8,3,18,23.0,35.0,2.0,12.0,700.0,156.0,34.8
30044,2016,8,3,19,31.0,44.0,2.0,15.0,700.0,150.0,33.3
30045,2016,8,3,20,32.0,50.0,2.0,21.0,800.0,152.0,31.5
30046,2016,8,3,21,35.0,82.0,2.0,31.0,900.0,134.0,29.5
30047,2016,8,3,22,37.0,68.0,2.0,32.0,900.0,94.0,29.4
30048,2016,8,3,23,30.0,46.0,2.0,22.0,800.0,82.0,28.5
30049,2016,8,4,0,28.0,40.0,2.0,14.0,700.0,90.0,27.8
30050,2016,8,4,1,26.0,42.0,2.0,13.0,700.0,87.0,27.0
30051,2016,8,4,2,32.0,46.0,2.0,18.0,800.0,72.0,26.2
30052,2016,8,4,3,34.0,47.0,2.0,14.0,800.0,77.0,26.1
30053,2016,8,4,4,36.0,55.0,2.0,21.0,900.0,59.0,25.3
30054,2016,8,4,5,37.0,60.0,2.0,24.0,800.0,45.0,25.6
30055,2016,8,4,6,44.0,60.0,2.0,23.0,900.0,51.0,25.2
30056,2016,8,4,7,48.0,70.0,2.0,31.0,1000.0,39.0,25.7
30057,2016,8,4,8,55.0,77.0,2.0,64.0,1000.0,31.0,27.6
30058,2016,8,4,9,55.0,89.0,2.0,52.0,1000.0,65.0,29.6
30059,2016,8,4,10,62.0,110.0,2.0,53.0,1100.0,86.0,30.4
30060,2016,8,4,11,83.0,124.0,2.0,24.0,1200.0,151.0,31.2
30061,2016,8,4,12,96.0,113.0,2.0,16.0,1400.0,190.0,32.2
30062,2016,8,4,13,95.0,104.0,2.0,16.0,1400.0,219.0,33.0
30063,2016,8,4,14,83.0,87.0,2.0,15.0,1400.0,243.0,33.5
30064,2016,8,4,15,82.0,96.0,2.0,17.0,1400.0,274.0,34.1
30065,2016,8,4,16,90.0,128.0,2.0,23.0,1700.0,326.0,33.5
30066,2016,8,4,17,108.0,144.0,2.0,28.0,2100.0,303.0,32.8
30067,2016,8,4,18,104.0,126.0,2.0,32.0,1900.0,249.0,32.1
30068,2016,8,4,19,100.0,128.0,2.0,37.0,1900.0,222.0,31.7
30069,2016,8,4,20,93.0,129.0,2.0,42.0,1800.0,164.0,31.0
30070,2016,8,4,21,94.0,130.0,2.0,37.0,1800.0,133.0,30.7
30071,2016,8,4,22,100.0,132.0,2.0,33.0,1900.0,111.0,30.1
30072,2016,8,4,23,118.0,137.0,2.0,30.0,2100.0,96.0,29.4
30073,2016,8,5,0,118.0,120.0,2.0,27.0,2000.0,84.0,28.8
30074,2016,8,5,1,92.0,92.0,2.0,32.0,2200.0,51.0,28.5
30075,2016,8,5,2,70.0,70.0,31.0,27.0,700.0,28.0,28.1
30076,2016,8,5,3,47.0,47.0,11.0,13.0,600.0,43.0,27.7
30077,2016,8,5,4,54.0,60.0,3.0,25.0,500.0,21.0,27.3
30078,2016,8,5,5,61.0,69.0,2.0,27.0,700.0,24.0,26.6
30079,2016,8,5,6,63.0,64.0,2.0,28.0,800.0,21.0,26.5
30080,2016,8,5,7,65.0,68.0,2.0,30.0,800.0,20.0,26.5
30081,2016,8,5,8,69.0,79.0,2.0,30.0,900.0,26.0,27.2
30082,2016,8,5,9,73.0,73.0,2.0,24.0,900.0,43.0,28.6
30083,2016,8,5,10,66.0,66.0,2.0,22.0,900.0,83.0,29.4
30084,2016,8,5,11,58.0,59.0,2.0,20.0,1000.0,112.0,29.6
30085,2016,8,5,12,64.0,67.0,2.0,18.0,1000.0,2.0,30.7
30086,2016,8,5,13,62.0,62.0,2.0,15.0,1000.0,159.0,31.3
30087,2016,8,5,14,53.0,53.0,2.0,14.0,1000.0,168.0,32.4
30088,2016,8,5,15,46.0,53.0,2.0,11.0,1000.0,178.0,32.4
30089,2016,8,5,16,40.0,40.0,2.0,11.0,800.0,168.0,32.7
30090,2016,8,5,17,43.0,60.0,2.0,11.0,800.0,180.0,32.6
30091,2016,8,5,18,46.0,73.0,2.0,16.0,800.0,201.0,32.2
30092,2016,8,5,19,43.0,70.0,2.0,19.0,800.0,191.0,31.2
30093,2016,8,5,20,50.0,83.0,2.0,23.0,900.0,160.0,30.5
30094,2016,8,5,21,56.0,97.0,2.0,27.0,900.0,129.0,30.0
30095,2016,8,5,22,73.0,104.0,2.0,27.0,1000.0,111.0,29.3
30096,2016,8,5,23,94.0,108.0,2.0,22.0,1100.0,95.0,28.5
30097,2016,8,6,0,98.0,98.0,2.0,20.0,1100.0,77.0,27.5
30098,2016,8,6,1,80.0,80.0,2.0,17.0,1000.0,69.0,26.9
30099,2016,8,6,2,71.0,71.0,2.0,18.0,900.0,58.0,26.5
30100,2016,8,6,3,70.0,79.0,2.0,18.0,900.0,47.0,26.6
30101,2016,8,6,4,103.0,105.0,2.0,25.0,900.0,35.0,26.3
30102,2016,8,6,5,94.0,94.0,2.0,36.0,900.0,19.0,26.2
30103,2016,8,6,6,90.0,90.0,2.0,48.0,1000.0,10.0,26.2
30104,2016,8,6,7,84.0,116.0,2.0,69.0,1100.0,2.0,26.4
30105,2016,8,6,8,100.0,137.0,2.0,59.0,1100.0,10.0,27.3
30106,2016,8,6,9,109.0,125.0,2.0,31.0,1100.0,37.0,28.7
30107,2016,8,6,10,119.0,131.0,2.0,26.0,1100.0,77.0,29.5
30108,2016,8,6,11,121.0,121.0,2.0,23.0,1100.0,147.0,30.6
30109,2016,8,6,12,108.0,108.0,2.0,25.0,1100.0,180.0,32.3
30110,2016,8,6,13,100.0,100.0,2.0,27.0,1100.0,217.0,32.4
30111,2016,8,6,14,75.0,77.0,2.0,21.0,1000.0,209.0,33.8
30112,2016,8,6,15,69.0,91.0,2.0,15.0,1000.0,201.0,33.5
30113,2016,8,6,16,78.0,103.0,2.0,17.0,1000.0,219.0,33.1
30114,2016,8,6,17,68.0,109.0,2.0,20.0,1100.0,195.0,32.9
30115,2016,8,6,18,86.0,122.0,2.0,24.0,1200.0,188.0,31.9
30116,2016,8,6,19,81.0,109.0,2.0,25.0,1100.0,170.0,31.3
30117,2016,8,6,20,91.0,132.0,2.0,32.0,1200.0,134.0,30.6
30118,2016,8,6,21,86.0,127.0,2.0,30.0,1200.0,113.0,29.6
30119,2016,8,6,22,22.0,22.0,2.0,9.0,600.0,111.0,23.5
30120,2016,8,6,23,11.0,11.0,2.0,18.0,600.0,74.0,24.1
30121,2016,8,7,0,16.0,16.0,2.0,31.0,600.0,47.0,24.2
30122,2016,8,7,1,9.0,9.0,2.0,9.0,1400.0,61.0,24.1
30123,2016,8,7,2,7.0,7.0,28.0,11.0,300.0,47.0,24.0
30124,2016,8,7,3,10.0,10.0,2.0,12.0,500.0,45.0,24.1
30125,2016,8,7,4,11.0,11.0,2.0,4.0,400.0,56.0,23.9
30126,2016,8,7,5,10.0,10.0,2.0,10.0,500.0,64.0,23.9
30127,2016,8,7,6,8.0,21.0,2.0,19.0,700.0,56.0,24.3
30128,2016,8,7,7,14.0,30.0,2.0,21.0,700.0,38.0,24.9
30129,2016,8,7,8,12.0,30.0,2.0,14.0,700.0,50.0,24.0
30130,2016,8,7,9,16.0,37.0,2.0,46.0,900.0,26.0,23.9
30131,2016,8,7,10,21.0,21.0,2.0,35.0,1000.0,39.0,24.2
30132,2016,8,7,11,25.0,25.0,2.0,30.0,1000.0,44.0,26.4
30133,2016,8,7,12,15.0,21.0,2.0,27.0,800.0,63.0,28.9
30134,2016,8,7,13,17.0,17.0,2.0,13.0,700.0,93.0,30.6
30135,2016,8,7,14,3.0,6.0,2.0,10.0,600.0,100.0,31.5
30136,2016,8,7,15,10.0,10.0,2.0,10.0,600.0,112.0,32.1
30137,2016,8,7,16,10.0,15.0,2.0,8.0,600.0,117.0,32.3
30138,2016,8,7,17,11.0,13.0,2.0,9.0,700.0,134.0,32.6
